Дата,ШК,Сетка,Стоимость,Дата чистки,ID раскладчика,Статус,Системный разбор,Поиск,Комментарий
21.10.2025,37051624461,,598,17.10.2025 15:53,,Проверить на МХ,Лазарев В.В,,Секлетова А.А
